Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư, Thương mại và Dịch vụ - Vinacomin
"
Tên chứng khoán:,"Cổ phiếu Công ty cổ phần Đầu tư, Thương mại và Dịch vụ - Vinacomin"
Mã chứng khoán:,ITS
Mã ISIN:,VN000000ITS9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 22/2013/GCNCP-VSD do VSD cấp ngày 30/9/2013, Số: 22/2013/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 11/12/2020"
Tổng số chứng khoán đăng ký:,25.200.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,252.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
