Keys,Values
Tên TCPH:,"
Công ty Đầu tư tài chính Nhà nước Tp. Hồ Chí Minh
"
Tên chứng khoán:,Trái phiếu đô thị Tp HCM BLPH đợt 19/2005
Mã chứng khoán:,HCMA1905
Mã ISIN:,VN0HCMA19057
Loại chứng khoán:,Trái phiếu Chính quyền địa phương
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,Số 28/GCN/TTGDHCM-LK do TTGDCK Tp. Hồ Chí Minh cấp ngày 11/01/2006
Tổng số chứng khoán đăng ký:,100.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,10.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh
Lãi suất:,9.65%/năm
Cách thức trả lãi:,"Trả sau, định kỳ hàng năm"
Kỳ hạn:,15 năm
Ngày phát hành:,29/12/2005
Ngày đáo hạn:,29/12/2020
Nơi quản lý tại VSD:,Trụ sở chính
