Keys,Values
Tên TCPH:,"
CTCP Gạch ngói Kiên Giang
"
Tên chứng khoán:,Cổ phiếu CTCP Gạch ngói Kiên Giang
Mã chứng khoán:,KBT
Mã ISIN:,VN000000KBT1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,số 176/2010/GCNCP-VSD-1 do TTLKCK Việt Nam cấp lần đầu ngày 22/07/2010 và cấp thay đổi lần 1 ngày 13/02/2012
Tổng số chứng khoán đăng ký:,3.001.699 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,30.016.990.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
