Keys,Values
Tên TCPH:,"
Công ty cổ phần Cao su Công nghiệp
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Cao su Công nghiệp
Mã chứng khoán:,IRC
Mã ISIN:,VN000000IRC7
Loại chứng khoán:,Cổ phiếu phổ  thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 02CPH/2018/GCNCP-VSD do VSD cấp lần đầu ngày 16/01/2018, Số 19/2019/GCNCP-VSD cấp thay đổi lần 1 ngày 07/05/2019"
Tổng số chứng khoán đăng ký:,17.500.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,175.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
