Keys,Values
Tên TCPH:,"
Công ty cổ phần Công trình Công cộng Vĩnh Long
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Công trình Công cộng Vĩnh Long
Mã chứng khoán:,VLP
Mã ISIN:,VN000000VLP5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 51/2017/GCNCP-VSD do VSD cấp lần đầu ngày 20/02/2017, Số: 51/2017/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 07/12/2017"
Tổng số chứng khoán đăng ký:,3.536.222 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,35.362.220.000 đồng
Hình thức đăng ký:, Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
