Keys,Values
Tên TCPH:,"
CTCP Đầu tư và Xây dựng Thủy Lợi Lâm Đồng
"
Tên chứng khoán:,Cổ phiếu CTCP Đầu tư và xây dựng thủy lợi Lâm Đồng
Mã chứng khoán:,LHC
Mã ISIN:,VN000000LHC2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,số 129/2009/GCNCP-VSD do TTLKCK Việt Nam cấp lần đầu ngày 04/01/2010; số 129/2009/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 24/09/2020
Tổng số chứng khoán đăng ký:,7.200.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,72.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
