Keys,Values
Tên TCPH:,"
Công ty cổ phần Cấp thoát nước và Xây dựng Bảo Lộc
"
Tên chứng khoán:,Cổ phiếu CTCP Cấp thoát nước và Xây dựng Bảo Lộc
Mã chứng khoán:,BWA
Mã ISIN:,VN000000BWA6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 64/2010/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 16/03/2010
Tổng số chứng khoán đăng ký:,2.700.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,27.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
