Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư và Phát triển Du lịch Vinaconex
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư và Phát triển Du lịch Vinaconex
Mã chứng khoán:,VCR
Mã ISIN:,VN000000VCR0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 109/2010/GCNCP-VSD do VSD cấp lần đầu ngày 29/04/2010, Số 109/2010/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 08/09/2021"
Tổng số chứng khoán đăng ký:,210.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,2.100.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
