Keys,Values
Tên TCPH:,"
Công ty cổ phần Thực phẩm Công nghệ Sài Gòn
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Thực phẩm Công nghệ Sài Gòn
Mã chứng khoán:,IFC
Mã ISIN:,VN000000IFC2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 14/2014/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 27/02/2014,Số:  14/2014/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 22/11/2018"
Tổng số chứng khoán đăng ký:,9.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,90.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
