Keys,Values
Tên TCPH:,"
Công ty Cổ phần Đông Hải Bến Tre
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Đông Hải Bến Tre
Mã chứng khoán:,DHC
Mã ISIN:,VN000000DHC9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 25/2009/GCNCP-VSD do VSD cấp lần đầu ngày 9/6/2009, Số 25/2009/GCNCP-VSD-14 cấp thay đổi lần 14 ngày 01/09/2021"
Tổng số chứng khoán đăng ký:,69.994.423 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,699.944.230.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
