Keys,Values
Tên TCPH:,"
Công ty cổ phần Xuất nhập khẩu Gia Định
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xuất nhập khẩu Gia Định
Mã chứng khoán:,GDC
Mã ISIN:,VN000000GDC1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,Số 118/2015/GCNCP-VSD do VSD cấp ngày 07/12/2015 
Tổng số chứng khoán đăng ký:,2.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,20.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
