Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư sản xuất Bảo Ngọc
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư sản xuất Bảo Ngọc
Mã chứng khoán:,BNA
Mã ISIN:,VN000000BNA5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,số 06/2019/GCNCP-VSD do VSD cấp lần đầu ngày 25/01/2019;  số 06/2019/GCNCP-VSD-2 cấp thay đổi lần 02 ngày 09/12/2021
Tổng số chứng khoán đăng ký:,19.999.989 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,199.999.890.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
