Keys,Values
Tên TCPH:,"
Công ty cổ phần Dịch vụ - Xây dựng công trình Bưu điện
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Dịch vụ - Xây dựng công trình Bưu điện
Mã chứng khoán:,PTO
Mã ISIN:,VN000000PTO3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 33/2017/GCNCP-VSD do VSD cấp lần dầu ngày 24/01/2017
Tổng số chứng khoán đăng ký:,1.200.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,12.000.000.000 đồng
Hình thức đăng ký:, Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
