Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư và Phát triển Đô thị Sài Đồng
"
Tên chứng khoán:,Trái phiếu SDI042020
Mã chứng khoán:,SDI11717
Mã ISIN:,VN0SDI117176
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,số 15/2018/GCNTP-VSD do VSD cấp ngày 28/05/2018
Tổng số chứng khoán đăng ký:,26.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,2.600.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh phát hành theo hình thức cố gắng tối đa
Lãi suất:,"+ Lãi suất áp dụng cho 02 kỳ hạn 06 tháng đầu tiên: 9,2%/năm
+ Lãi suất áp dụng cho mỗi kỳ hạn 06 tháng tiếp theo: Bằng lãi suất tham chiếu cộng 3,25%/năm. Trong đó, lãi suất tham chiếu là trung bình cộng của lãi suất tiền gửi tiết kiệm cá nhân (trả lãi sau) kỳ hạn 12 tháng (hoặc tương đương) bằng đồng Việt Nam do Ngân hàng TMCP Đầu tư và Phát triển Việt Nam (áp dụng tại Chi nhánh Sở Giao dịch 1), Ngân hàng TMCP Ngoại thương Việt Nam (áp dụng tại Sở Giao dịch), Ngân hàng TMCP Công thương Việt Nam (áp dụng tại Chi nhánh thành phố Hà Nội) và Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam (áp dụng tại Sở Giao dịch) công bố vào ngày xác định lãi suất có liên quan."
Cách thức trả lãi:,Chuyển khoản 
Kỳ hạn:,30 tháng
Ngày phát hành:,19/10/2017
Ngày đáo hạn:,19/04/2020
Nơi quản lý tại VSD:,Trụ sở chính
