Keys,Values
Tên TCPH:,"
Công ty cổ phần SEAREFICO
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần SEAREFICO
Mã chứng khoán:,SRF
Mã ISIN:,VN000000SRF9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 069/2009/GCNCP-CNVSD do VSD cấp lần đầu ngày 11/09/2009, số 69/2009/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 20/07/2017"
Tổng số chứng khoán đăng ký:,35.566.780 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,355.667.800.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
