Keys,Values
Tên TCPH:,"
Công ty cổ phần Viglacera hạ Long
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Viglacera hạ Long
Mã chứng khoán:,VHL
Mã ISIN:,VN000000VHL2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 56/2008/GCNCP-TTLK do VSD cấp lần đầu ngày 25/11/2008, Số 56/2008/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 15/11/2017"
Tổng số chứng khoán đăng ký:,25.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,250.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
