Keys,Values
Tên TCPH:,"
Công ty cổ phần Môi trường và Dịch vụ Đô thị Việt Trì
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Môi trường và Dịch vụ Đô thị Việt Trì
Mã chứng khoán:,MHP
Mã ISIN:,VN000000MHP2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số: 65/2020/GCNCP-VSD do VSD cấp lần đầu ngày 28/10/2020; Số: 65/2020/GCNCP-VSD-1 cấp thay đổi lần 01 ngày 22/07/2021
Tổng số chứng khoán đăng ký:,5.583.140 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,55.831.400.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
