Keys,Values
Tên TCPH:,"
Công ty cổ phần Khoáng sản Miền Đông AHP
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Khoáng sản Miền Đông AHP
Mã chứng khoán:,BMJ
Mã ISIN:,VN000000BMJ8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 85/2009/GCNCP-VSD do TTLKCK Việt Nam cấp lần đầu ngày 12/11/2009, Số: 85/2009/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 27/05/2022"
Tổng số chứng khoán đăng ký:,104.999.978 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.049.999.780.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
