Keys,Values
Tên TCPH:,"
Công ty cổ phần Xuất nhập khẩu Nông sản Thực phẩm An Giang
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xuất nhập khẩu Nông sản Thực phẩm An Giang
Mã chứng khoán:,AFX
Mã ISIN:,VN000000AFX5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 108/2016/GCNCP-VSD do VSD cấp lần đầu ngày 29/9/2016
Tổng số chứng khoán đăng ký:,35.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,350.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
