Keys,Values
Tên TCPH:,"
Ngân hàng Phát triển Việt Nam
"
Tên chứng khoán:,Trái phiếu Ngân hàng Phát triển Việt Nam
Mã chứng khoán:,BVDB15242
Mã ISIN:,VNBVDB152429
Loại chứng khoán:,Trái phiếu được Chính phủ bảo lãnh
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,Số 55/2015/GCNTP-VSD do VSD cấp ngày 31/8/2015
Tổng số chứng khoán đăng ký:,290.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,29.000.000.000 đồng
Hình thức phát hành:,Đấu thầu
Lãi suất:,7.9%/năm
Cách thức trả lãi:,"Tiền lãi trái phiếu được trả sau, mỗi năm một lần vào ngày trùng với ngày phát hành trái phiếu. Lãi trái phiếu được bảo lưu, không tính nhập gốc, Tiền gốc trái phiếu được thanh toán một lần bằng mệnh giá khi đến hạn.													"
Kỳ hạn:,15 năm
Ngày phát hành:,01/09/2015
Ngày đáo hạn:,01/09/2030
Nơi quản lý tại VSD:,Trụ sở chính
