Keys,Values
Tên TCPH:,"
Công ty cổ phần Môi trường và Công trình Đô thị Đông Hà
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Môi trường và Công trình Đô  thị Đông Hà
Mã chứng khoán:,MCD
Mã ISIN:,VN000000MCD9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số: 24/2021/GCNCP-VSD do VSD cấp lần đầu ngày 03/06/2021
Tổng số chứng khoán đăng ký:,332.019 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,3.320.190.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
