Keys,Values
Tên TCPH:,"
Công ty cổ phần Siêu Thanh
"
Tên chứng khoán:,Cổ phiếu CTCP Siêu Thanh
Mã chứng khoán:,ST8
Mã ISIN:,VN000000ST84
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 122/2007/GCNCP-CNTTLK do TTLKCK Việt Nam cấp lần đầu ngày 07/12/2007, Số 124/2010/GCNCP-VSD-9 cấp thay đổi lần thứ 9 ngày 16/06/2017"
Tổng số chứng khoán đăng ký:,25.720.902 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,257.209.020.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
