Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư Xây dựng và Vật liệu Đồng Nai
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư Xây dựng và Vật liệu Đồng Nai
Mã chứng khoán:,DND
Mã ISIN:,VN000000DND5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 104/2016/GCNCP-VSD do VSD cấp lần đầu ngày 26/09/2016
Tổng số chứng khoán đăng ký:,8.834.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,88.340.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
