Keys,Values
Tên TCPH:,"
Công ty cổ phần Tập đoàn Đầu tư An Bình
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tập đoàn Đầu tư An Bình
Mã chứng khoán:,ABG
Mã ISIN:,VN000000ABG9
Loại chứng khoán:, Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,Số: 73/2016/GCNCP-VSD do VSD cấp ngày 28/07/2016
Tổng số chứng khoán đăng ký:,100.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.000.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
