Keys,Values
Tên TCPH:,"
Kho bạc Nhà nước- Bộ tài chính
"
Tên chứng khoán:,Trái phiếu Chính phủ BLPH đợt 8/2010
Mã chứng khoán:,TB1013042
Mã ISIN:,VNTB10130425
Loại chứng khoán:,Trái phiếu Chính phủ
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,
Tổng số chứng khoán đăng ký:,21.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,2.100.000.000.000 đồng
Hình thức phát hành:,
Lãi suất:,11.02%/năm
Cách thức trả lãi:,
Kỳ hạn:,3 năm
Ngày phát hành:,27/05/2010
Ngày đáo hạn:,27/05/2013
Nơi quản lý tại VSD:,Trụ sở chính
