Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư và Công nghệ HVC
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư và Công nghệ HVC
Mã chứng khoán:,HVH
Mã ISIN:,VN000000HVH0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,số 93/2018/GCNCP-VSD do VSD cấp ngày 02/11/2018; số 93/2018/GCNCP-VSD-2 cấp thay đổi lần thứ 02 ngày 15/04/2021
Tổng số chứng khoán đăng ký:,36.949.995 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,369.499.950.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
