Keys,Values
Tên TCPH:,"
Công ty cổ phần Cơ khí Xăng Dầu
"
Tên chứng khoán:,Cổ phiếu công ty cổ phần Cơ khí Xăng Dầu
Mã chứng khoán:,PMS
Mã ISIN:,VN000000PMS9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,số 45/2003/GCNCP-VSD-2 do TTLKCK Việt Nam cấp lần đầu ngày 23/10/2003 và cấp thay đổi lần thứ 2 ngày 13/12/2011
Tổng số chứng khoán đăng ký:,7.227.662 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,72.276.620.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
