Keys,Values
Tên TCPH:,"
Công ty cổ phần Mía đường Sơn La
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Mía đường Sơn La
Mã chứng khoán:,SLS
Mã ISIN:,VN000000SLS5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 22/2012/GCNCP-VSD do VSD cấp lần đầu ngày 11/09/2012, Số 22/2012/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 11/04/2018"
Tổng số chứng khoán đăng ký:,9.791.945 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,97.919.450.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
