Keys,Values
Tên TCPH:,"
Công ty cổ phần Thủy điện miền Nam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Thủy điện miền Nam
Mã chứng khoán:,SHP
Mã ISIN:,VN000000SHP9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 207/2010/GCNCP-VSD do VSD cấp lần đầu ngày 20/08/2010, Số 207/2010/GCNCP-VSD -3 cấp thay đổi lần 3 ngày 21/02/2022"
Tổng số chứng khoán đăng ký:,101.206.352 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.012.063.520.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
