Keys,Values
Tên TCPH:,"
Công ty cổ phần Xăng dầu Dầu khí  Phú Yên
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xăng dầu Dầu khí  Phú Yên
Mã chứng khoán:,PPY
Mã ISIN:,VN000000PPY0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số 109/2015/GCNCP-VSD do VSD cấp ngày 12/11/2015; số 109/2015/GCNCP-VSD-1 cấp thay đổi lần 01 ngày 23/03/2021
Tổng số chứng khoán đăng ký:,8.651.926 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,86.519.260.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
