Keys,Values
Tên TCPH:,"
Công ty cổ phần Xi măng Thái Bình
"
Tên chứng khoán:,Cổ phiếu CTCP Xi măng Thái Bình
Mã chứng khoán:,TBX
Mã ISIN:,VN000000TBX4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"42/2008/GCNCP-VSD do VSD cấp lần đầu ngày 29/9/2008, số 42/2008/GCNCP-VSD-1 do VSD cấp thay đổi lần 1 ngày 02/3/2011"
Tổng số chứng khoán đăng ký:,1.510.280 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,15.102.800.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
