Keys,Values
Tên TCPH:,"
Công ty cổ phần Khoáng sản và Xi măng Cần Thơ
"
Tên chứng khoán:,Cổ phiếu CTCP Khoáng sản và Xi măng Cần Thơ
Mã chứng khoán:,CCM
Mã ISIN:,VN000000CCM1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 38/2008/GCNCP-TTLK do VSD cấp lần đầu ngày 11/09/2008, số 38/2008/GCNCP-VSD-4 thay đổi lần 4 ngày 11/08/2017"
Tổng số chứng khoán đăng ký:,6.199.900 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,61.999.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
