Keys,Values
Tên TCPH:,"
Công ty cổ phần Giao nhận Vận tải miền Trung.
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Giao nhận Vận tải miền Trung
Mã chứng khoán:,VMT
Mã ISIN:,VN000000VMT5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số:  82/2020/GCNCP-VSD do VSD cấp lần đầu 22/12/2020, Số:  82/2020/GCNCP-VSD -1 cấp thay đổi lần 1 ngày 11/01/2022"
Tổng số chứng khoán đăng ký:,3.150.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,31.500.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
