Keys,Values
Tên TCPH:,"
Công ty cổ phần Xây dựng 1369
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xây dựng 1369
Mã chứng khoán:,C69
Mã ISIN:,VN000000C697
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,số 135/2016/GCNCP-VSD do VSD cấp lần đầu ngày 02/11/2016; số 135/2016/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 12/10/2021
Tổng số chứng khoán đăng ký:,60.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,600.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
