Keys,Values
Tên TCPH:,"
Kho bạc Nhà nước- Bộ tài chính
"
Tên chứng khoán:,Trái phiếu Chính phủ
Mã chứng khoán:,CPB0810004
Mã ISIN:,VNCPB0810008
Loại chứng khoán:,Trái phiếu Chính phủ
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,04/2008/GCNTP-TTLK ngày 24/01/2008
Tổng số chứng khoán đăng ký:,2.100.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,210.000.000.000 đồng
Hình thức phát hành:,
Lãi suất:,
Cách thức trả lãi:,
Kỳ hạn:,2 năm
Ngày phát hành:,17/01/2008
Ngày đáo hạn:,17/01/2010
Nơi quản lý tại VSD:,Trụ sở chính
