Keys,Values
Tên TCPH:,"
Tổng Công ty Cổ phần Xây lắp Dầu khí Việt Nam
"
Tên chứng khoán:,Cổ phiếu Tổng Công ty Cổ phần Xây lắp Dầu khí Việt Nam
Mã chứng khoán:,PVX
Mã ISIN:,VN000000PVX0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 40/2009/GCNCP-TTLK do VSD cấp ngày 11/08/2009, Số 40/2009/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 26/04/2012"
Tổng số chứng khoán đăng ký:,400.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,4.000.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
