Keys,Values
Tên TCPH:,"
Công ty cổ phần Dịch vụ Phú Nhuận
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Dịch vụ Phú Nhuận
Mã chứng khoán:,MSC
Mã ISIN:,VN000000MSC7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,Số 116/2016/GCNCP-VSD do VSD cấp lần đầu ngày 05/10/2016
Tổng số chứng khoán đăng ký:,22.500.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,225.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
