Keys,Values
Tên TCPH:,"
Công ty Cổ phần Nhà và Thương mại Dầu khí
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Nhà và Thương mại Dầu khí
Mã chứng khoán:,PBT
Mã ISIN:,VN000000PBT0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 101/2017/GCNCP-VSD do VSD cấp ngày 24/05/2017
Tổng số chứng khoán đăng ký:,17.522.284 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,175.222.840.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
