Keys,Values
Tên TCPH:,"
Công ty cổ phần Sợi Phú Bài
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Sợi Phú Bài
Mã chứng khoán:,SPB
Mã ISIN:,VN000000SPB2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 62/2016/GCNCP-VSD do VSD cấp ngày 22/06/2016, số 62/2016/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 14/05/2020 "
Tổng số chứng khoán đăng ký:,9.500.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,95.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
