Keys,Values
Tên TCPH:,"
Công ty cổ phần Quản Lý quỹ Đầu tư Dragon Capital Việt Nam
"
Tên chứng khoán:,Chứng chỉ Quỹ ETF DCVFMVN30
Mã chứng khoán:,E1VFVN30
Mã ISIN:,VN0E1VFVN306
Loại chứng khoán:,Chứng chỉ Quỹ
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận đăng ký chứng chỉ quỹ:,Số 01/2014/GCNETF-VSD do VSD cấp lần đầu ngày 26/09/2014; số 01/2014/GCNETF-VSD-1014 cấp thay đổi lần 1014 ngày 03/06/2022
Tổng số chứng khoán đăng ký:,374.700.000 Chứng chỉ quỹ
Tổng giá trị chứng khoán đăng ký:,3.747.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
