Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư và Xây dựng Số 4
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư và Xây dựng Số 4
Mã chứng khoán:,CC4
Mã ISIN:,VN000000CC40
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 139/2017/GCNCP-VSD do VSD cấp ngày 10/07/2017; số 139/2017/GCNCP-VSD-1 cấp thay đổi lần 01 ngày 11/01/2021
Tổng số chứng khoán đăng ký:,32.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,320.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
