Keys,Values
Tên TCPH:,"
Công ty Cổ phần Điện lực Khánh Hòa
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Điện lực Khánh Hoà
Mã chứng khoán:,KHP
Mã ISIN:,VN000000KHP6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,số 10/GCN/TTGDHN-LK do TTLKCK Việt Nam cấp ngày 12/07/2005; số 10/2005/GCNCP-VSD-6 cấp thay đổi lần 06 ngày 04/01/2022
Tổng số chứng khoán đăng ký:,58.971.442 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,589.714.420.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
