Keys,Values
Tên TCPH:,"
Ủy ban nhân dân thành phố  Hải Phòng
"
Tên chứng khoán:,Trái phiếu Chính quyền địa phương TP. Hải Phòng năm 2019
Mã chứng khoán:,HPGB19209
Mã ISIN:,VNHPGB192093
Loại chứng khoán:,Trái phiếu Chính quyền địa phương
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,Số: 54/2019/GCNTP-VSD do VSD cấp ngày 23/12/2019
Tổng số chứng khoán đăng ký:,9.690.520 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,969.052.000.000 đồng
Hình thức phát hành:,    Bảo lãnh phát hành
Lãi suất:,"4,3%/năm
"
Cách thức trả lãi:,"Tiền gốc trái phiếu được thanh toán 1 lần vào ngày đáo hạn trái phiếu. Tiền lãi trái phiếu được thanh toán sau định kỳ 01 năm/lần. Trường hợp đến hạn trả lãi, chủ sở hữu trái phiếu không đến nhận lãi thanh toán thì lãi trái phiếu sẽ được bảo lưu, không tính nhập gốc.	"
Kỳ hạn:,5 năm
Ngày phát hành:,17/12/2019
Ngày đáo hạn:,17/12/2024
Nơi quản lý tại VSD:,Trụ sở chính
