Keys,Values
Tên TCPH:,"
Công ty cổ phần Giầy da và May mặc Xuất khẩu (LEGAMEX)
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Giầy da và May mặc Xuất khẩu (LEGAMEX)
Mã chứng khoán:,LGM
Mã ISIN:,VN000000LGM3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 01/2014/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 06/01/2014
Tổng số chứng khoán đăng ký:,7.400.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,74.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
