Keys,Values
Tên TCPH:,"
Công ty Cổ phần Đầu tư PV2
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Đầu tư PV2
Mã chứng khoán:,PV2
Mã ISIN:,VN000000PV26
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 283/2010/GCNCP-VSD do Trung tâm Lưu ký Chứng khoán Việt Nam cấp lần đầu ngày 01/12/2010, Số 283/2010/GCNCP-VSD-2 thay đổi lần 2 ngày 05/05/2011"
Tổng số chứng khoán đăng ký:,37.350.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,373.500.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
