Keys,Values
Tên TCPH:,"
Công ty cổ phần Năng lượng và Bất động sản MCG
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Năng lượng và Bất động sản MCG
Mã chứng khoán:,MCG
Mã ISIN:,VN000000MCG2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 70/2009/GCNCP-CNVSD do VSD cấp lần dầu ngày 15/09/2009, Số 70/2009/GCNCP-VSD-5 cấp thay đổi lần 5 ngày 22/11/2021"
Tổng số chứng khoán đăng ký:,57.510.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,575.100.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
