Keys,Values
Tên TCPH:,"
Công ty cổ phần Kinh doanh và Đầu tư Việt Hà
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Kinh doanh và Đầu tư Việt Hà
Mã chứng khoán:,VHI
Mã ISIN:,VN000000VHI8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 55/2018/GCNCP-VSD do VSD cấp lần đầu ngày 16/07/2018
Tổng số chứng khoán đăng ký:,76.900.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,769.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
