Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư, Xây lắp và Vật liệu Xây dựng Đông Anh
"
Tên chứng khoán:,"Cổ phiếu Công ty cổ phần Đầu tư, Xây lắp và Vật liệu Xây dựng Đông Anh"
Mã chứng khoán:,TDA
Mã ISIN:,VN000000TDA8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,Số 78/2014/GCNCP-VSD do VSD cấp ngày 04/11/2014
Tổng số chứng khoán đăng ký:,2.950.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,29.500.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
