Keys,Values
Tên TCPH:,"
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam
"
Tên chứng khoán:,Trái phiếu tăng vốn đợt 1/2006 của Ngân hàng TMCP Đầu tư và Phát triển kỳ hạn 10 năm
Mã chứng khoán:,BID1_106
Mã ISIN:,VN00BID11063
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,06/2006/GCNTP-CNTTLK
Tổng số chứng khoán đăng ký:,11.886.310 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,1.188.631.000.000 đồng
Hình thức phát hành:,Đấu thầu
Lãi suất:,9.8%/năm
Cách thức trả lãi:,"Trả sau, định kỳ hàng năm"
Kỳ hạn:,10 năm
Ngày phát hành:,19/05/2006
Ngày đáo hạn:,19/05/2016
Nơi quản lý tại VSD:,Trụ sở chính
