Keys,Values
Tên TCPH:,"
Tổng Công ty Công nghiệp mỏ Việt Bắc TKV - CTCP
"
Tên chứng khoán:,Cổ phiếu Tổng Công ty Công nghiệp mỏ Việt Bắc TKV - CTCP
Mã chứng khoán:,MVB
Mã ISIN:,VN000000MVB3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số 37/2016/GCNCP-VSD do VSD cấp ngày 25/04/2016
Tổng số chứng khoán đăng ký:,105.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.050.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
