Keys,Values
Tên TCPH:,"
Công ty cổ phần Môi trường và Công trình Đô thị Sơn Tây
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Môi trường và Công trình Đô thị Sơn Tây
Mã chứng khoán:,STU
Mã ISIN:,VN000000STU4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 174/2010/GCNCP-VSD do VSD cấp lần đầu ngày 19/07/2010, Số 174/2010/GCNCP-VSD-1 cấp thay đổi lần thứ 1 ngày 17/01/2012"
Tổng số chứng khoán đăng ký:,1.876.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,18.760.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
