Keys,Values
Tên TCPH:,"
Công ty cổ phần Mía đường Cao Bằng
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Mía đường Cao Bằng
Mã chứng khoán:,CBS
Mã ISIN:,VN000000CBS0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 64/2017/GCNCP-VSD do VSD cấp lần đầu ngày 14/03/2017,Số: 64/2017/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 18/01/2018"
Tổng số chứng khoán đăng ký:,3.527.925 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,35.279.250.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
