Keys,Values
Tên TCPH:,"
Công ty Cổ phần Sông Đà 1.01
"
Tên chứng khoán:,Cổ phiếu CTCP Sông Đà 1.01
Mã chứng khoán:,SJC
Mã ISIN:,VN000000SJC3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 14/2007/GCNCP-TTLK do VSD cấp lần đầu ngày 16/11/2007, Số 14/2007/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 27/11/2014"
Tổng số chứng khoán đăng ký:,7.226.082 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,72.260.820.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
