Keys,Values
Tên TCPH:,"
Công ty cổ phần Công nghiệp Hóa chất Đà Nẵng
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Công nghiệp Hóa chất Đà Nẵng
Mã chứng khoán:,DCI
Mã ISIN:,VN000000DCI7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 217/2016/GCNCP-VSD do VSD cấp ngày 29/12/2016  
Tổng số chứng khoán đăng ký:,2.412.518 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,24.125.180.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
