Keys,Values
Tên TCPH:,"
Công ty Cổ phần Sông Đà 19
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Sông Đà 19
Mã chứng khoán:,SJM
Mã ISIN:,VN000000SJM2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 02/2008/GCNCP-TTLK do VSD cấp lần đầu ngày 04/01/2008, Số 02/2008/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 15/06/2010"
Tổng số chứng khoán đăng ký:,5.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,50.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
