Keys,Values
Tên TCPH:,"
Công ty cổ phần Xây lắp và Sản xuất Công nghiệp
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xây lắp và Sản xuất Công nghiệp
Mã chứng khoán:,CIP
Mã ISIN:,VN000000CIP1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 66/2017/GCNCP-VSD do VSD cấp lần đầu ngày 21/03/2017
Tổng số chứng khoán đăng ký:,4.545.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,45.450.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
