Keys,Values
Tên TCPH:,"
Công ty cổ phần Công trình Đô thị Trà Vinh
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Công trình Đô thị Trà Vinh
Mã chứng khoán:,TVU
Mã ISIN:,VN000000TVU8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 125/2016/GCNCP-VSD do VSD cấp lần đầu ngày 21/10/2016
Tổng số chứng khoán đăng ký:,1.750.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,17.500.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
