Keys,Values
Tên TCPH:,"
Công ty cổ phần Giấy Việt Trì
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Giấy Việt Trì
Mã chứng khoán:,GVT
Mã ISIN:,VN000000GVT7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 209/2016/GCNCP-VSD do VSD cấp lần đầu ngày 23/12/2016, số 209/2016/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 22/07/2020"
Tổng số chứng khoán đăng ký:,11.605.100 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,116.051.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
