Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư hạ tầng giao thông Đèo Cả
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư hạ tầng giao thông Đèo Cả
Mã chứng khoán:,HHV
Mã ISIN:,VN000000HHV0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 107/2015/GCNCP-VSD do VSD cấp ngày 11/11/2015, số 107/2015/GCNCP-VSD-5 do VSD cấp thay đổi lần 05 ngày 03/09/2020"
Tổng số chứng khoán đăng ký:,267.384.090 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,2.673.840.900.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
