Keys,Values
Tên TCPH:,"
Công ty Cổ phần Thép VICASA - VNSTEEL
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Thép VICASA - VNSTEEL
Mã chứng khoán:,VCA
Mã ISIN:,VN000000VCA6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 276/2010/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 15/11/2010, số 276/2010/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 26/04/2016"
Tổng số chứng khoán đăng ký:,15.187.322 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,151.873.220.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
