Keys,Values
Tên TCPH:,"
Công ty cổ phần Việt An
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Việt An
Mã chứng khoán:,AVF
Mã ISIN:,VN000000AVF9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 270/2010/GCNCP -VSD-2 do TTLKCK Việt Nam cấp ngày lần đầu 05/11/2010, cấp sửa đổi lần thứ hai ngày 10/06/2014"
Tổng số chứng khoán đăng ký:,43.338.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,433.380.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
