Keys,Values
Tên TCPH:,"
Công ty cổ phần VICOSTONE
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần VICOSTONE
Mã chứng khoán:,VCS
Mã ISIN:,VN000000VCS8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 18/2007/GCNCP-VSD do VSD cấp lần đầu ngày 04/12/2007, Số 18/2007/GCNCP-VSD-12 do VSD cấp thay đổi lần thứ 12 ngày 26/4/2018"
Tổng số chứng khoán đăng ký:,160.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.600.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
