Keys,Values
Tên TCPH:,"
Công ty cổ phần Gạch ngói Từ Sơn
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Gạch ngói Từ Sơn
Mã chứng khoán:,VTS
Mã ISIN:,VN000000VTS2
Loại chứng khoán:,Cổ phần phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 04/2006/GCNCP-VSD do VSD cấp lần đầu ngày 07/09/2006, Số 04/2006/GCNCP-VSD-4 cấp thay đổi lần thứ 4 ngày 23/02/2022"
Tổng số chứng khoán đăng ký:,2.000.205 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,20.002.050.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
