Keys,Values
Tên TCPH:,"
Công ty cổ phần Thủy điện Geruco Sông Côn
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Thuỷ điện Geruco Sông Côn
Mã chứng khoán:,GSC
Mã ISIN:,VN000000GSC9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,"Số 22/2011/GCNCP-VSD do VSD cấp lần đầu ngày 28/03/2011, Số 22/2011/GCNCP-VSD-1 cấp thay đổi lần thứ nhất ngày 06/12/2011"
Tổng số chứng khoán đăng ký:,37.492.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,374.920.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
